leadId,companyName,region,city,category,sito_storico,sito_nuovo,identity,verdict_storico,nuovo_risultato,compagnia,numero_polizza,decorrenza,scadenza,massimale,documento,link,estratto,fonte,conflitti,errori,motivazione,content_hash,reviewer,reviewed_at,entity_correct,website_correct,document_correct,dates_correct,verdict_correct,false_positive,false_negative,notes
cmqp7u72h00092lzgm877se21,Centro Diagnostico Sarnese,Campania,Sarno,Laboratorio medico,http://www.centrodiagnosticosarnese.it/,http://www.centrodiagnosticosarnese.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,,,,,,https://www.aogoi.it/notiziario/archivio-news-legge-gelli-polizze,https://www.aogoi.it/notiziario/archivio-news-legge-gelli-polizze,"[V:PUB] Polizza trovata su portale regionale/ASL; sito web non raggiungibile. [Portale istituzionale: https://www.aogoi.it/notiziario/archivio-news-legge-gelli-polizze] rale della garanzia. L’assicuratore, per quanto riguarda la responsabilità civile della struttura e dell’esercente la professione sanitaria richiamata dall’articolo 7 della legge Gelli, si obbliga a tenere indenne la struttura dai ",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqo74ry9002faa3v3zj8ibit,Centro Diagnostico Valdichiana,Campania,Foiano di Val Fortore,Centro diagnostico,http://www.centrodiagnosticovaldichiana.it/,http://www.centrodiagnosticovaldichiana.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Assicurazioni Generali,41003943,,1735603200000,,http://www.centrodiagnosticovaldichiana.it/,http://www.centrodiagnosticovaldichiana.it/,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). e} {title} {title} Gestisci consenso Assicurazioni Generali Polizza n° 41003943 Assicurazioni Generali – massimale 5.000.000 -validità 31-12-23_31-12-2024. Carta dei Servizi Salta al contenuto +39 0575 641106 info@centrodiagnosticovaldichia — [FONTI: sito web (90 pagine: /, /) · PDF polizza letti 6/6 · Google Maps (sito ",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqooitw30066aa3vecrdfpow,Centro Emodialisi Atellano Srl,Campania,Orta di Atella,Centro dialisi,http://dialisiatellano.it/,http://dialisiatellano.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,,,,,,https://www.aogoi.it/notiziario/archivio-news-legge-gelli-polizze,https://www.aogoi.it/notiziario/archivio-news-legge-gelli-polizze,"[V:PUB] Polizza trovata su portale regionale/ASL; sito web non raggiungibile. [Portale istituzionale: https://www.aogoi.it/notiziario/archivio-news-legge-gelli-polizze] rale della garanzia. L’assicuratore, per quanto riguarda la responsabilità civile della struttura e dell’esercente la professione sanitaria richiamata dall’articolo 7 della legge Gelli, si obbliga a tenere indenne la struttura dai ",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqmbswud004z9g5cyy63eusc,Centro Medico Athena Srl - Poliambulatorio,Campania,Villanova del Battista,Centro medico,http://www.centromedicoathena.it/,http://www.centromedicoathena.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Unipol,,,1383091200000,,https://www.centromedicoathena.it/nobis-filodiretto-compagnia-assicurazioni/,https://www.centromedicoathena.it/nobis-filodiretto-compagnia-assicurazioni/,"[V:PUB] Riferimenti assicurativi su pagina web ma PDF polizza RC non individuato — verifica manuale. Network Sanitario nel rispetto delle condizioni generali di polizza. garantisce il monitoraggio medico della prestazione (riservato ai ricoveri). effettua attività di back office medico-operativo (controllo dei costi verso tariffe convenzio — [FONTI: sito web (157 pagine: /, /whatsapp-informa/) · f",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqn3iyhp00031272kfy05o4n,Centro Medico Dianum,Campania,Sant'Arsenio,Centro medico,http://centrodianum.it/,http://centrodianum.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Cattolica,,,1404691200000,,http://centrodianum.it/,http://centrodianum.it/,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). — [FONTI: sito web (46 pagine: /, /) · PDF polizza letti 0/0 · Google Maps (sito e telefono struttura)] [Verifica: 2026-06-27 17:18]",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmql4qrif000yc9w74e0tmpqt,Centro Medico Residenza Sanitaria Assistenziale Villa Felice S.R.L.,Campania,Torrecuso,Casa di riposo,https://centromedicovillafelice.com/,https://centromedicovillafelice.com/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Generali,450180578,,1752537600000,,https://centromedicovillafelice.com/wp-content/uploads/2026/03/Parm-CentroMedicoVillaFelice-2026-.pdf,https://centromedicovillafelice.com/wp-content/uploads/2026/03/Parm-CentroMedicoVillaFelice-2026-.pdf,"[V:PUB] Polizza RC certificata da PDF: https://centromedicovillafelice.com/wp-content/uploads/2026/03/Parm-CentroMedicoVillaFelice-2026-.pdf a cose, ecc.) Descrizione della posizione assicurativa ANNO Polizza Compagnia Massimale Franchigia assicurativa assicurativa n450180578 | GENERALI | €2.000.0000 | € 5.000 Si rende noto che, ai sensi dell’art. 10 comma 4 legge 24/17 Villa Fe — [DOCS: https://c",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqmaor57003f9g5c2t6qh2co,Centro Minerva S.R.L.,Campania,Ariano Irpino,Centro di riabilitazione,http://www.centrominerva.org/,http://www.centrominerva.org/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,UnipolSai,176944850,,,,https://centrominerva.org/wp-content/uploads/2025/07/PARM-MINERVA-2025-versione-definitiva.pdf,https://centrominerva.org/wp-content/uploads/2025/07/PARM-MINERVA-2025-versione-definitiva.pdf,[V:PUB] Polizza RC certificata da PDF: https://centrominerva.org/wp-content/uploads/2025/07/PARM-MINERVA-2025-versione-definitiva.pdf tabili presso la Segreteria della Direzione Generale.> Parm Copertura assicurativa La nostra polizza assicurativa è stipulata presso UnipolSai e il numero della pratica è: 176944850 Bilanci I bilanci del Centro Minerva sono consultabili pre — [DOCS: https://centromi,snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqoqeaei006qaa3vmaio99rf,Centro PET - TC Medicina Nucleare,Campania,Salerno,Centro di diagnostica per immagini,http://www.verrengia.it/,http://www.verrengia.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Unipol,,,,,http://www.verrengia.it/sito/amministrazione-trasparente,http://www.verrengia.it/sito/amministrazione-trasparente,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). o Invia Facebook Instagram Youtube ASSICURATO CON:Unipol SaiPolizza professionale(massimale € 5.000.000)Numero di sinistri attivi: 7 Allo stato attuale non vi è alcun provvedimento di condanna in danno dei Centri Verrengia. Menu Home Chi si — [FONTI: sito web (11 pagine, sezione Trasparenza letta: /, /sito/amministrazion",snapshot_only,,HTTP Error 404: Not Found,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqoe7vwz004baa3v4n5veqn4,Centro Salus,Campania,Mariglianella,Clinica medica,http://centrosalussrl.com/,http://centrosalussrl.com/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,AmTrust,RCI00010000713.,,,,https://www.centrosalussrl.com/rischio-clinico/,https://www.centrosalussrl.com/rischio-clinico/,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). nicoRiabilitazione× SUAP× RSA× Il Centro Salus ha stipulato polizza assicurativa per la responsabilità civile per le strutture sanitarie private con AmTrust Istituti Clinici polizza n. RCI00010000713. Riabilitazione e Visite Specialistiche — [FONTI: sito web (8 pagine: /, /) · fonte polizza HTML: https://www.centrosaluss",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqp8n8lx0002ctpn7u6e85cc,Centro San Pietro Radiologia,Campania,Scala,Centro di diagnostica per immagini,http://www.centrosanpietrodefelice.it/,http://www.centrosanpietrodefelice.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Generali,,,1765843200000,,http://www.centrosanpietrodefelice.it/info/note-legali,http://www.centrosanpietrodefelice.it/info/note-legali,"[V:PUB] Riferimenti assicurativi su pagina web ma PDF polizza RC non individuato — verifica manuale. — [FONTI: sito web (151 pagine: /, /info/note-legali) · fonte polizza HTML: http://www.centrosanpietrodefelice.it/info/note-legali · PDF polizza letti 1/1 · Google Maps (sito e telefono struttura)] [Verifica: 2026-06-27 16:18]",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqmdk5db00a39g5ccnir04k3,Clinica Athena,Campania,Sant'Angelo d'Alife,Clinica medica,http://www.clinicathena.it/,http://www.clinicathena.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,1860451200000,,https://www.clinicathena.it/wp-content/uploads/2023/04/Piano-Annuale-Risk-Management-2023.pdf,https://www.clinicathena.it/wp-content/uploads/2023/04/Piano-Annuale-Risk-Management-2023.pdf,[V:PUB] Polizza RC certificata da PDF: https://www.clinicathena.it/wp-content/uploads/2023/04/Piano-Annuale-Risk-Management-2023.pdf stione dei sinistri e/o eventi avversi ed in particolare in autoassicurazione. Sono pervenute 3 richieste di risarcimento relative a - Ortopedia {intervento eseguito nel 2022) - Oculistica {intervento dell'anno 2020) - Medicina (ricovero de — [DOCS: https://www.clini,snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqkld5s500a3108ekwy4f7o2,Clinica Mediterranea S.p.A.,Campania,Napoli,Casa di cura accreditata (Min. Salute),https://www.clinicamediterranea.it/,https://www.clinicamediterranea.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,,,https://clinicamediterranea.it/wp-content/uploads/2026/05/PARS-2026.pdf,https://clinicamediterranea.it/wp-content/uploads/2026/05/PARS-2026.pdf,"[V:PUB] Polizza RC certificata da PDF: https://clinicamediterranea.it/wp-content/uploads/2026/05/PARS-2026.pdf tiva = Attualmente, la struttura non ha sottoscritto alcuna polizza assicurativa, ma opera sotto il regime di autoassicurazione. | 4. Resoconto delle attivita del piano precedente | In questa sezione vengono inserite le due relazioni sintet — [DOCS: https://clinicamediterranea.it/wp-conte",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqp5g0d7000510ohy3zt1x80,Clinica Minerva S.p.A,Campania,Succivo,Ospedale privato,https://www.clinicaminerva.it/,https://www.clinicaminerva.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,1767139200000,,https://www.clinicaminerva.it/download/PARM_2026.pdf,https://www.clinicaminerva.it/download/PARM_2026.pdf,"[V:PUB] Polizza RC certificata da PDF: https://www.clinicaminerva.it/download/PARM_2026.pdf le professioni sanitarie: La legge n 24 dell’8 marzo 2017 (Gelli-Bianco) “Disposizioni in materia di sicurezza delle cure e della persona assistita, nonché in materia di responsabilità professionale degli esercenti le professioni sanitarie — [DOCS: https://www.clinicaminerva.it/download/PARM_2026.pdf] [FONT",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqn4j0k40009aa3v2gxlk14w,"Clinica Privata ""Leonardo De Luca"" - Casa di Cura",Campania,Castelnuovo di Conza,Ospedale privato,https://www.clinicadeluca.it/,https://www.clinicadeluca.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Cattolica,,,1728432000000,,https://www.clinicadeluca.it/,https://www.clinicadeluca.it/,"[V:PUB] Polizza RC rilevata in sezione Trasparenza — certificata. FG). Ai sensi della Legge 8 marzo 2017 n. 24 è garantita la copertura assicurativa della responsabilità civile verso i terzi e verso i prestatori di lavoro del complesso sanitario “Leonardo De Luca”. Nell'ultimo quinquennio non è stato erog — [FONTI: sito web (46 pagine: /, /qualita) · PDF polizza letti 13/13 · Google Maps (sito e t",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqp4jq7l0004w0r0m054ne7e,Clinica San Marco,Campania,San Marco Evangelista,Clinica medica,http://www.clinicasanmarco.it/,http://www.clinicasanmarco.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,,,http://www.clinicasanmarco.it/la-struttura/trasparenza,http://www.clinicasanmarco.it/la-struttura/trasparenza,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). Organigramma Piano Annuale Per il Rischio Sanitario (PARS) Polizza Assicurativa Whistleblowing – Segnalazione anonima Info/Contatti Chi siamo Dove siamo Contatti Convenzioni & Assicurazioni Informazioni utili Lavora con noi Patrocinati Ass — [FONTI: sito web (8 pagine, sezione Trasparenza letta: /, /la-struttura/traspare",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqp7u72b00072lzge6nefcil,Clinica Sant'Anna,Campania,Sanza,Centro diagnostico,https://www.clinicasantanna.it/,https://www.clinicasantanna.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,,,https://www.clinicasantanna.it/sites/default/files/Modulistica/Pars_2025.pdf,https://www.clinicasantanna.it/sites/default/files/Modulistica/Pars_2025.pdf,"[V:PUB] Polizza RC certificata da PDF: https://www.clinicasantanna.it/sites/default/files/Modulistica/Pars_2025.pdf . In tale ottica si inserisce anche il disposto della Legge Gelli (Legge 8 marzo 2017, n. 24) la quale individua la sicurezza delle cure quale parte costitutiva del diritto alla salute, stabilendo che tale risultato si debba raggiungere med — [DOCS: https://www.clinicasantanna.it/sit",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqooitw90068aa3v5xtjebir,Clinica Trusso,Campania,Ottaviano,Clinica urologica,https://www.clinicatrusso.it/,https://www.clinicatrusso.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,,,http://www.clinicatrusso.it/wp-content/uploads/2022/12/Relazione-Risk-Management-2021-Rev.01.pdf,http://www.clinicatrusso.it/wp-content/uploads/2022/12/Relazione-Risk-Management-2021-Rev.01.pdf,"[V:PUB] Polizza RC certificata da PDF: http://www.clinicatrusso.it/wp-content/uploads/2022/12/Relazione-Risk-Management-2021-Rev.01.pdf T (ai sensi dell’art.2 c.5 legge 8 marzo 2017 n. 24, “Legge Gelli”) ANNO 2021 1. GESTIONE DEL RISCHIO CLINICO Il Risk Management in sanità è un processo sistematico, comprendente sia la dimensione clinica che quella gestionale, che impiega — [DOCS: http://www.clin",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqn0oc270002zfo7py1ycxpo,Clinica Villa Cinzia,Campania,Napoli,Ospedale,https://www.clinicavillacinzia.com/,https://www.clinicavillacinzia.com/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,,,http://www.clinicavillacinzia.com/wp-content/uploads/2026/05/PARM-VILLA-CINZIA_2026.pdf,http://www.clinicavillacinzia.com/wp-content/uploads/2026/05/PARM-VILLA-CINZIA_2026.pdf,"[V:PUB] Polizza RC certificata da PDF: http://www.clinicavillacinzia.com/wp-content/uploads/2026/05/PARM-VILLA-CINZIA_2026.pdf detto dato si riferisce al periodo in cui la struttura e in copertura assicurativa o in autoassicurazione/auto ritenzione, secondo lo schema della tabella successiva. (Tabella 3 -Sinistrosità e risarcimenti erogati nell’ultimo quinquennio) — [DOCS: http://www.clinicavillac",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqn356wx000czcq9kev1eku8,DO.MA. Srl,Campania,San Paolo Bel Sito,Ospedale privato,http://www.ambulatoriodoma.it/,http://www.ambulatoriodoma.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Generali Italia,390088503,,1594166400000,,http://www.ambulatoriodoma.it/,http://www.ambulatoriodoma.it/,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). l'assicurazione fino alla concorrenza delle seguenti somme: Massimale aggregato annuo: Euro 1.000.000.00 La Società non risponderà per somme superiori ad Euro 1.000.000.00 per Finsicme di tutti i sinistri pertinenti ad una stessa annualità — [FONTI: sito web (18 pagine: /, /index.php) · PDF polizza letti 12/12 · Google M",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqn356wn000azcq95v1zkwy9,Dimora Gioiosa,Campania,Villamaina,Casa di cura,https://dimoragioiosa.it/,https://dimoragioiosa.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Generali,,,1860105600000,,https://dimoragioiosa.it/la-struttura/trasparenza,https://dimoragioiosa.it/la-struttura/trasparenza,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). na procedura per la registrazione dei provvedimenti legali, copertura assicurativa -- 30 of 46 -- 31 CdS Residenza Sanitaria Assistenziale “ Dimora Gioiosa” - Viale Unità d’ Italia (AV) Telefono 0825455843 e – mail: info@dimoragioiosa.it IM — [FONTI: sito web (24 pagine, sezione Trasparenza letta: /, /la-struttura/traspa",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqn2xibt000nmhc2s7aalaif,Fondazione Clotilde,Campania,Roccarainola,Clinica per il controllo del dolore,http://www.fondazioneclotilde.it/,http://www.fondazioneclotilde.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,UnipolSai,1/139602/65/184419847/1,,1703894400000,,https://www.fondazioneclotilde.it/wp-content/uploads/2024/12/Assicurazione-Rischi-Avversi-Fondazione-Clotilde.pdf,https://www.fondazioneclotilde.it/wp-content/uploads/2024/12/Assicurazione-Rischi-Avversi-Fondazione-Clotilde.pdf,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). 00001 00154084436 | 2001 Allegato testo aggiuntivo | NUMERO POLIZZA 1/139602/65/184419847/1 i AGENZIA SCAFATI CODICE SUBAGENZIA 300 | Contraente/Assicurato .""'’- FONDAZIONE CLOTILDE . Domicilio VIA PROVINCIALE COMIZIANO, SNC - 80033 CICCIAN — [DOCS: https://www.fondazioneclotilde.it/wp-content/uploads/2024/12/Assicurazio",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqo5x33c0025aa3v6q32x57y,Fondazione Istituto Antoniano,Campania,Ercolano,Centro di riabilitazione,http://www.istitutoantoniano.it/,http://www.istitutoantoniano.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Vittoria,,,3250281600000,,https://www.istitutoantoniano.it/wp-content/uploads/2024/07/CCNLarisrsa.pdf,https://www.istitutoantoniano.it/wp-content/uploads/2024/07/CCNLarisrsa.pdf,"[V:PUB] Polizza RC certificata da PDF: https://www.istitutoantoniano.it/wp-content/uploads/2024/07/CCNLarisrsa.pdf nteressi, ove si verifichi l’apertura di un procedimento di responsabilità civile o penale nei confronti del dipendente per fatti e/o atti direttamente connessi all’adempimento dei compiti di ufficio ed allor- quando non sussista accertata — [DOCS: https://www.istitutoantoniano.it/wp-",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqp289j8000apo3fwqg4n4i6,Hermes - Centro Medico Polispecialistico S.p.A.,Campania,Rocchetta e Croce,Centro medico,http://www.centrohermes.it/,http://www.centrohermes.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Revo,,,,,http://www.centrohermes.it/it/societa-trasparente,http://www.centrohermes.it/it/societa-trasparente,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). itamento Documento di Attestazione 2025 Determina di nomina Polizza Assicurativa REVO AssicurazioniPolizza collettiva: 0x00030768n.certificato: 0x00030936 RCT per sinistro 2.000.000 €RCT per persona 2.000.000 €RCT a danni e cose 2.000.000 € — [FONTI: sito web (11 pagine, sezione Trasparenza letta: /, /it/societa-traspare",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqn3iykc00071272ar3t4m7h,I.C.E.C. Casa Di Cura Villa Maria Immacolata S.r.l. Roma,Campania,Monteverde,Casa di cura,https://www.villamariaimmacolata.it/,https://www.villamariaimmacolata.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,UnipolSai,,,,,https://www.villamariaimmacolata.it/wp-content/uploads/2022/09/icec-RC-2022_2023.pdf,https://www.villamariaimmacolata.it/wp-content/uploads/2022/09/icec-RC-2022_2023.pdf,[V:PUB] Polizza RC certificata da PDF: https://www.villamariaimmacolata.it/wp-content/uploads/2022/09/icec-RC-2022_2023.pdf ZIONI 1 013 00003 00133368651 2001 Atto di quietanza NUMERO POLIZZA . 1/59829/65/164416369 PRODUTTORE it AGENZIA ROMA SUBAGENZIA n.1 yg ik ae a progressivo 178499 Contraente/Assicurato 1.C.E.C. SRL Domicilio VIA DEL CASALETTO 391 - 151 ROMA — [DOCS: https://www.villamariaimma,snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqn4786t000afpq839mceu2y,La Pinetina,Campania,Castel Volturno,Centro di riabilitazione,http://www.lapinetinacastelvolturno.it/,http://www.lapinetinacastelvolturno.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Revo,rappresenta,,1413936000000,,https://www.lapinetinacastelvolturno.it/wp-content/uploads/2025/02/Assicurazione.pdf,https://www.lapinetinacastelvolturno.it/wp-content/uploads/2025/02/Assicurazione.pdf,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). applicazione delle franchigie e dei sottolimiti indicati in polizza e sempre entro il massimale indicato in polizza, anche per le seguenti condizioni. Art. 3.2 Malattie professionali A parziale deroga della lettera a) dell’art. “Rischi escl — [DOCS: https://www.lapinetinacastelvolturno.it/wp-content/uploads/2025/02/Assic",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqp9azo0000b12b20u6bbqjl,Laboratorio Analisi GE.P.O.S.,Campania,Telese,Clinica medica,https://www.gepos.it/laboratorio-analisi-cliniche/,https://www.gepos.it/laboratorio-analisi-cliniche/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,AmTrust,RCH00020000193,,,,https://gepos.it/wp-content/uploads/2025/04/Estremi-e-Condizioni-Poliza-RCT-RCO-vigente-Art.-10-co.4-L.-24-2017.pdf,https://gepos.it/wp-content/uploads/2025/04/Estremi-e-Condizioni-Poliza-RCT-RCO-vigente-Art.-10-co.4-L.-24-2017.pdf,[V:PUB] Polizza RC certificata da PDF: https://gepos.it/wp-content/uploads/2025/04/Estremi-e-Condizioni-Poliza-RCT-RCO-vigente-Art.-10-co.4-L.-24-2017.pdf 4 -- -- 3 of 4 -- -- 4 of 4 -- < Estremi e Condizioni della Polizza Assicurativa RCT/RCO vigente — Art. 10 co.4 L. 24-2017 > AMTRUSTOspedaliPrivati Scheda di Polizza Assicurazione per la Responsabilita Civile di Strutture Sanitarie Private — [DO,snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
